0.4851485100; 0.7128869082; 2.0814465280; 0.1370165906; 0.7080983117
0.4950495000; 0.7977826907; 1.9908522601; 0.1352013086; 0.5217730209
0.5049504900; 0.8807410884; 2.3972074972; 0.1725673079; 0.7960745120
0.5148514800; 0.8363393549; 1.9381648753; 0.2246943872; 0.6073256825
0.5247524700; 1.0128549271; 2.3641688937; 0.2699392314; 0.8597562819
0.5346534600; 0.8920110122; 2.1440916677; 0.2045079069; 0.6715029117
0.5445544500; 1.0210462763; 2.3112702444; 0.1649232123; 0.7160621151
0.5544554400; 1.2079394058; 2.1254777547; 0.4361462596; 0.5956693935
0.5643564300; 1.1555600012; 3.3753997154; 0.2741088889; 0.9797879166
0.5742574200; 0.9762384424; 2.0129635777; 0.2754159339; 0.6528819450
0.5841584100; 1.0915359767; 2.9646661499; 0.2252487344; 1.1574891593
0.5940594000; 1.2079246634; 3.4953751722; 0.2929104573; 1.1709313367
0.6039603900; 1.0525722909; 2.5976708296; 0.2381090384; 0.8160213707
0.6138613800; 1.0481387665; 2.8179027024; 0.2689559533; 0.8166907756
0.6237623700; 0.7656527100; 2.5268635203; 0.1681096461; 0.9428695808
0.6336633600; 1.1540450715; 2.2472847267; 0.2524409833; 0.8048063378
0.6435643500; 1.0581441848; 2.5816340185; 0.2380339118; 0.6795250274
0.6534653400; 1.3608558551; 3.1647542527; 0.3699209938; 1.0147812014
0.6633663300; 1.1296523826; 2.9928754455; 0.2313017801; 1.0327411018
0.6732673200; 1.0669051531; 2.2489358751; 0.3516942684; 0.6232297970
0.6831683100; 1.8300775329; 4.4244220251; 0.4874604093; 1.2882676141
0.6930693000; 1.2380101930; 2.9388835889; 0.3111079826; 0.8187040412
0.7029702900; 1.3198442507; 3.2685915437; 0.3033251652; 0.9673117015
0.7128712800; 1.2796183138; 2.9986816424; 0.3516191438; 0.9493122099
0.7227722700; 1.0297542150; 2.2112192220; 0.2384851806; 0.7882265615
0.7326732600; 1.0009834227; 1.9561028717; 0.2383320194; 0.8200084582
0.7425742500; 1.0208915982; 2.1390361215; 0.2918069769; 0.6067496057
0.7524752400; 1.2932323784; 3.5847438499; 0.3166306815; 1.1116513830
0.7623762300; 1.3373087173; 2.9938856453; 0.3124681007; 1.0815087424
0.7722772200; 1.1639555037; 2.4477105259; 0.2757028141; 0.9767131968
0.7821782100; 1.2485980036; 3.1588539842; 0.3545416744; 0.8843327478
0.7920792000; 1.1943537397; 2.2895560102; 0.2870227721; 0.6981520527
0.8019801900; 1.5755928121; 3.4639511629; 0.5506010417; 1.2225689321
0.8118811800; 1.1100650970; 2.5215329221; 0.3192568510; 0.9490378180
0.8217821700; 1.0513616151; 2.5195931501; 0.3067886507; 0.8447490403
0.8316831600; 1.2154008295; 1.9080939393; 0.2933878779; 0.7899383666
0.8415841500; 1.4751948135; 2.5800570530; 0.3768639199; 1.1160796274
0.8514851400; 1.0253109628; 2.1687609223; 0.2554624792; 0.8465709698
0.8613861300; 1.5069046589; 3.1407322220; 0.3569240955; 0.9587957895
0.8712871200; 1.7154423401; 2.7048094501; 0.6409370383; 1.0275925996
0.8811881100; 1.7269432920; 3.3253969511; 0.4505974732; 1.0669618348
0.8910891000; 1.5635349583; 2.5460644560; 0.4173560497; 0.8372163122
0.9009900900; 1.4106108151; 2.3497273333; 0.3287863542; 0.8187136836
0.9108910800; 1.4964582099; 1.6478820547; 0.4348086241; 0.6966699206
0.9207920700; 1.4162786976; 1.9169432709; 0.4825810879; 0.9041895508
0.9306930600; 1.9848224159; 3.4506921037; 0.5149384609; 1.0833240791
0.9405940500; 1.1004299298; 1.4146097063; 0.2504087097; 0.7972354718
0.9504950400; 1.5899023251; 2.7784255323; 0.2883759978; 1.1444094070
0.9603960300; 1.5832648436; 1.3306874672; 0.4939243242; 0.7644975075
0.9702970200; 1.4566820492; 1.2330344325; 0.3966173768; 0.7971030268
0.9801980100; 1.8360391013; 0.4920719654; 0.4079155975; 0.3827723773
0.9900990000; 1.8087977289; 0.3746197133; 0.5779340782; 0.3551897595
