0.0099009901; 0.0385311463; 0.9792976901; 0.0312512904; 0.2052375297
0.0198019800; 0.1690911816; 1.5211591591; 0.1165869085; 0.4411430812
0.0297029700; 0.2293991172; 1.7792339141; 0.1137554451; 0.5949263932
0.0396039600; 0.3291305265; 1.4661446030; 0.1208040729; 0.5387090163
0.0495049500; 0.4752773227; 2.1984894600; 0.1907515412; 0.6153996390
0.0594059400; 0.3331277170; 1.7105960114; 0.1937158907; 0.4721488870
0.0693069300; 0.4851833977; 2.1270971752; 0.2068933035; 0.6687801571
0.0792079200; 0.3975879918; 1.4691702059; 0.1389862944; 0.3531902803
0.0891089100; 0.4846282033; 2.2049438469; 0.1840872028; 0.7147903263
0.0990099000; 0.4443232694; 1.8541254750; 0.1472891760; 0.5518286723
0.1089108900; 0.6674868882; 2.6368027827; 0.2004695355; 0.6600590288
0.1188118800; 0.6324438111; 1.8854378079; 0.1953177326; 0.3406694308
0.1287128700; 0.5063375052; 1.7437669962; 0.1421909089; 0.4279085737
0.1386138600; 0.5813606827; 1.7618188653; 0.1857875069; 0.4663187809
0.1485148500; 0.5474157483; 1.4910387612; 0.2308898722; 0.4137416715
0.1584158400; 0.7617543118; 1.9261484721; 0.1962416513; 0.4328422990
0.1683168300; 0.5930169878; 1.7200362795; 0.2245409807; 0.5178706791
0.1782178200; 0.8788248677; 2.6865289924; 0.2053506642; 0.5339824679
0.1881188100; 0.7075892423; 2.1594793376; 0.2321047815; 0.8626285900
0.1980198000; 0.6988096197; 1.5883941134; 0.1602867596; 0.3504808533
0.2079207900; 0.7363615434; 2.2143300397; 0.2008073116; 0.5978601102
0.2178217800; 0.6163485528; 1.7340018241; 0.1622370647; 0.4391575218
0.2277227700; 0.5995055788; 1.9136255992; 0.1493093747; 0.5158552874
0.2376237600; 0.7658311151; 2.7098166127; 0.2115931357; 0.7876255525
0.2475247500; 0.8377455635; 1.8302831115; 0.2091703399; 0.4745949391
0.2574257400; 0.8515323245; 2.2568253237; 0.2430308441; 0.6555674428
0.2673267300; 0.6953267191; 2.3893784039; 0.1953098903; 0.7850416282
0.2772277200; 0.6473011789; 2.0529070345; 0.1709390559; 0.5769176592
0.2871287100; 0.6590354471; 2.2076997612; 0.1705840737; 0.4907894160
0.2970297000; 0.6698930235; 1.9426796094; 0.1860353295; 0.7400003505
0.3069306900; 0.8687612388; 1.9459900275; 0.2274837191; 0.6264100588
0.3168316800; 0.7464558929; 1.9090679836; 0.1813748037; 0.6156925971
0.3267326700; 0.8997794112; 2.4568853464; 0.2551846399; 0.5686898801
0.3366336600; 0.6920570814; 1.5290470212; 0.1960677151; 0.5267841965
0.3465346500; 0.8076460996; 1.9648867880; 0.1700512223; 0.6087321202
0.3564356400; 0.9819086138; 3.1090390982; 0.1923654283; 0.9719854040
0.3663366300; 0.6935084068; 2.0049609980; 0.1845137993; 0.6728565104
0.3762376200; 1.0427786832; 2.8455174871; 0.2807731149; 0.9456729468
0.3861386100; 0.8553904413; 2.9142634062; 0.2282524098; 0.9364633968
0.3960396000; 0.9455546199; 2.2477907578; 0.2201868418; 0.5439941013
0.4059405900; 1.0140167059; 3.1303222805; 0.2520421074; 0.9345034627
0.4158415800; 0.9186835155; 2.2555561367; 0.1868767900; 0.5986890587
0.4257425700; 0.8607485335; 2.3296468161; 0.1249675875; 0.5998541600
0.4356435600; 1.0280810885; 2.1816002322; 0.2190285375; 0.5941509220
0.4455445500; 0.9054463637; 1.8090880954; 0.2275428263; 0.5742311785
0.4554455400; 0.9862365541; 2.3412805510; 0.1958601088; 0.5884571211
0.4653465300; 0.8069840838; 1.9732890190; 0.2004385955; 0.5090320981
0.4752475200; 0.8207328610; 2.2278289681; 0.1257117893; 0.5727948931
